"type","council","fmp","stock","comm_name","area","overfishing","overfished","overfished_close","mgmt_action","rebuilding_progress","bbmsy","points"
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Oceanic whitetip shark - Western andCentral Pacific","Oceanic whitetip shark","Western andCentral Pacific","Yes","Yes","NA","Reduce Mortality, Continue Rebuilding","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Opah - Pacific","Opah","Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Pomfrets (Bramidae) - Pacific","Pomfrets (Bramidae)","Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Sailfish - Pacific","Sailfish","Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Salmon shark - North Pacific","Salmon shark","North Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Shortbill spearfish - Pacific","Shortbill spearfish","Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Silky shark - Western and CentralPacific","Silky shark","Western and CentralPacific","Yes","No","Unknown","Reduce Mortality","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Snake mackerels (Gempylidae) - Pacific","Snake mackerels (Gempylidae)","Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Wahoo - Pacific","Wahoo","Pacific","Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Pelagic Fisheries of the Western Pacific Region Ecosystem","Western Pacific Squid Complex","Western Pacific Squid Complex",NA,"Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Remote Island Areas Ecosystem","Pacific Remote Island Areas BlackPrecious Coral Complex","Pacific Remote Island Areas BlackPrecious Coral Complex",NA,"Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Remote Island Areas Ecosystem","Pacific Remote Island AreasBottomfish Complex","Pacific Remote Island AreasBottomfish Complex",NA,"Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Remote Island Areas Ecosystem","Pacific Remote Island Areas Coral ReefEcosystem Multi-species Complex","Pacific Remote Island Areas Coral ReefEcosystem Multi-species Complex",NA,"Unknown","Unknown","Unknown","NA","NA",NA,NA
"Non-FSSI","WPFMC","Pacific Remote Island Areas Ecosystem","Pacific Remote Island AreasCrustacean Complex","Pacific Remote Island AreasCrustacean Complex",NA,"Unknown","Unknown","No","NA","NA",NA,NA
